,operating_airline,operating_airline_iata_code,published_airline,published_airline_iata_code,geo_summary,geo_region,landing_aircraft_type,aircraft_body_type,aircraft_manufacturer,aircraft_model,landing_count,total_landed_weight,year,month
18209,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,31,19530000,2007,12
18210,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,31,17136800,2007,12
18211,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,862,40514000,2007,12
18212,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,57,2679000,2007,12
18213,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,321,21507000,2007,12
18214,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,124,8308000,2007,12
18215,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,14,938000,2007,12
18216,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,35,2625000,2007,12
18217,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,2054,52993200,2007,12
18218,Southern Air,9S,Southern Air,9S,Domestic,US,Freighter,Wide Body,Boeing,747,4,2520000,2007,12
18219,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,174,19836000,2007,12
18220,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,4,440000,2007,12
18221,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,569,72832000,2007,12
18222,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,62,9065500,2007,12
18223,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,7,4662000,2007,12
18224,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,3,412500,2007,12
18225,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,39,5545800,2007,12
18226,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A321,14,2396800,2007,12
18227,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,15,1650000,2007,12
18228,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,25,3200000,2007,12
18229,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,238,34272000,2007,12
18230,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,11,1620300,2007,12
18231,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,57,6498000,2007,12
18232,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,32,6336000,2007,12
18233,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,31,6944000,2007,12
18234,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,1,300000,2007,12
18235,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,480,54720000,2007,12
18236,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,124,14136000,2007,12
18237,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,253,27830000,2007,12
18238,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,3,1890000,2007,12
18239,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,153,96390000,2007,12
18240,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,31,19530000,2007,12
18241,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,31,19530000,2007,12
18242,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,5,990000,2007,12
18243,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,226,67800000,2007,12
18244,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,80,25600000,2007,12
18245,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,7,3220000,2007,12
18246,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,110,50600000,2007,12
18247,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,93,42780000,2007,12
18248,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,132,58740000,2007,12
18249,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,645,88881000,2007,12
18250,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,1,137800,2007,12
18251,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,705,100251000,2007,12
18252,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,30,4266000,2007,12
18253,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,49,6967800,2007,12
18254,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,65,8957000,2007,12
18255,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,395,56169000,2007,12
18256,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000,2007,12
18257,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,1,146300,2007,12
18258,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,57,3819000,2007,12
18259,Mesa Airlines,YV,US Airways,US,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,11,517000,2007,12
18260,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,65,9360000,2007,11
18261,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,79,11376000,2007,11
18262,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,27,3488400,2007,11
18263,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,32,4134400,2007,11
18264,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,30,3630000,2007,11
18265,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,58,7018000,2007,11
18266,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,238,28798000,2007,11
18267,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,70,8960000,2007,11
18268,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,30,14100000,2007,11
18269,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A340,29,12148100,2007,11
18270,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A330,1,401200,2007,11
18271,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,29,18270000,2007,11
18272,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,102,9669600,2007,11
18273,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,6,1029000,2007,11
18274,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,47,6683400,2007,11
18275,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,71,9549500,2007,11
18276,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A330,17,6778400,2007,11
18277,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,21,2142000,2007,11
18278,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,33,9339000,2007,11
18279,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,258,35529200,2007,11
18280,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,1,198000,2007,11
18281,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,170,29155000,2007,11
18282,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,125,17765500,2007,11
18283,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,9,5994000,2007,11
18284,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000,2007,11
18285,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,341,48490200,2007,11
18286,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,85,11713000,2007,11
18287,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,34,4834800,2007,11
18288,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,30,4266000,2007,11
18289,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,696,98971200,2007,11
18290,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,613,84471400,2007,11
18291,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,124,55180000,2007,11
18292,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,89,40940000,2007,11
18293,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,107,49220000,2007,11
18294,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,14,6440000,2007,11
18295,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,84,26880000,2007,11
18296,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,221,66300000,2007,11
18297,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,4,792000,2007,11
18298,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1122,222156000,2007,11
18299,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000,2007,11
18300,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,30,18900000,2007,11
18301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,150,94500000,2007,11
18302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,1,630000,2007,11
18303,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,297,32670000,2007,11
18304,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,120,13680000,2007,11
18305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,464,52896000,2007,11
18306,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,31,6944000,2007,11
18307,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,30,5940000,2007,11
18308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,66,7524000,2007,11
18309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,26,3829800,2007,11
18310,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,218,31392000,2007,11
18311,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,8,784000,2007,11
18312,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A321,2,342400,2007,11
18313,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,33,4692600,2007,11
18314,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,60,8770800,2007,11
18315,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,559,71552000,2007,11
18316,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,2,220000,2007,11
18317,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,161,18354000,2007,11
18318,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,2018,52064400,2007,11
18319,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,54,4050000,2007,11
18320,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,118,7906000,2007,11
18321,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,351,23517000,2007,11
18322,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,26,1222000,2007,11
18323,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,772,36284000,2007,11
18324,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,30,16584000,2007,11
18325,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,30,18900000,2007,11
18326,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,8,5096000,2007,11
18327,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,13,8278000,2007,11
18328,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,8,3351200,2007,11
18329,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,22,13860000,2007,11
18330,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Wide Body,Airbus,A330,1,412200,2007,11
18331,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Passenger,Wide Body,Airbus,A330,30,12036000,2007,11
18332,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,85,12087000,2007,11
18333,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,3,403200,2007,11
18334,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Boeing,757,105,20790000,2007,11
18335,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Boeing,757,76,17024000,2007,11
18336,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,39,24570000,2007,11
18337,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,30,3900000,2007,11
18338,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,30,4266000,2007,11
18339,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A319,26,3497000,2007,11
18340,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A318,12,1521600,2007,11
18341,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,30,17130000,2007,11
18342,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000,2007,11
18343,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,17,7820000,2007,11
18344,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,9,5877000,2007,11
18345,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,55,3685000,2007,11
18346,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,21,13692000,2007,11
18347,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,13,8190000,2007,11
18348,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,1,585000,2007,11
18349,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,777,30,14100000,2007,11
18350,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,149,21187800,2007,11
18351,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,31,19530000,2007,11
18352,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,36,22680000,2007,11
18353,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,11,6930000,2007,11
18354,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,30,9600000,2007,11
18355,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,66,8877000,2007,11
18356,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,89,10991500,2007,11
18357,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,26,12519000,2007,11
18358,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,3,342000,2007,11
18359,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,47,17234000,2007,11
18360,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,2,535800,2007,11
18361,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,98,4174800,2007,11
18362,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,78,3439800,2007,11
18363,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,2,1304000,2007,11
18364,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,8,5032000,2007,11
18365,EVA Airways,BR,EVA Airways,BR,International,Asia,Combi,Wide Body,Boeing,747,44,27676000,2007,11
18366,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,60,8520000,2007,11
18367,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,4,1280000,2007,11
18368,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,88,25960000,2007,11
18369,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,209,41382000,2007,11
18370,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,92,13248000,2007,11
